AX_magnitude_means,AX_magnitude_std,AX_magnitude_rms,AX_magnitude_peak,AX_magnitude_skew,AX_magnitude_kurtosis,AX_magnitude_form_factor,AX_magnitude_impulse_factor,AX_magnitude_clearance_factor,AX_magnitude_abs_means,AX_spectral_peak,AX_spectral_centroid,AX_mean_square_frequency,AX_frequency_variance,AX_spectral_entropy,AX_sample_entropy,AX_permutation_entropy,AY_magnitude_means,AY_magnitude_std,AY_magnitude_rms,AY_magnitude_peak,AY_magnitude_skew,AY_magnitude_kurtosis,AY_magnitude_form_factor,AY_magnitude_impulse_factor,AY_magnitude_clearance_factor,AY_magnitude_abs_means,AY_spectral_peak,AY_spectral_centroid,AY_mean_square_frequency,AY_frequency_variance,AY_spectral_entropy,AY_sample_entropy,AY_permutation_entropy,AZ_magnitude_means,AZ_magnitude_std,AZ_magnitude_rms,AZ_magnitude_peak,AZ_magnitude_skew,AZ_magnitude_kurtosis,AZ_magnitude_form_factor,AZ_magnitude_impulse_factor,AZ_magnitude_clearance_factor,AZ_magnitude_abs_means,AZ_spectral_peak,AZ_spectral_centroid,AZ_mean_square_frequency,AZ_frequency_variance,AZ_spectral_entropy,AZ_sample_entropy,AZ_permutation_entropy,GX_magnitude_means,GX_magnitude_std,GX_magnitude_rms,GX_magnitude_peak,GX_magnitude_skew,GX_magnitude_kurtosis,GX_magnitude_form_factor,GX_magnitude_impulse_factor,GX_magnitude_clearance_factor,GX_magnitude_abs_means,GX_spectral_peak,GX_spectral_centroid,GX_mean_square_frequency,GX_frequency_variance,GX_spectral_entropy,GX_sample_entropy,GX_permutation_entropy,GY_magnitude_means,GY_magnitude_std,GY_magnitude_rms,GY_magnitude_peak,GY_magnitude_skew,GY_magnitude_kurtosis,GY_magnitude_form_factor,GY_magnitude_impulse_factor,GY_magnitude_clearance_factor,GY_magnitude_abs_means,GY_spectral_peak,GY_spectral_centroid,GY_mean_square_frequency,GY_frequency_variance,GY_spectral_entropy,GY_sample_entropy,GY_permutation_entropy,GZ_magnitude_means,GZ_magnitude_std,GZ_magnitude_rms,GZ_magnitude_peak,GZ_magnitude_skew,GZ_magnitude_kurtosis,GZ_magnitude_form_factor,GZ_magnitude_impulse_factor,GZ_magnitude_clearance_factor,GZ_magnitude_abs_means,GZ_spectral_peak,GZ_spectral_centroid,GZ_mean_square_frequency,GZ_frequency_variance,GZ_spectral_entropy,GZ_sample_entropy,GZ_permutation_entropy,label
7.771561172376095e-17,0.9797958971132712,0.9797958971132712,1.6228704765049258,0.04041625034264185,-1.1342984253886084,1.165643526951891,1.930696455856464,1.6563352441935268,0.8405622083068539,3.773370220381607,0.27303918018688134,0.08931141221374983,0.01476101829662559,1.1549211544970344,0.45198512374305727,0.6440816506130249,1.5503154315865684e-14,0.9797958971132712,0.9797958971132712,1.6137612477004823,-0.26040779608320425,-1.5432828597111983,1.0805829146270087,1.7797613132388017,1.6470381764763813,0.9067290291661452,2.88647031761033,0.30206190194148363,0.1503940170193126,0.059152624414806114,1.9671272629038254,1.4170660197866445,0.8492773098186815,-3.1086244689504386e-17,0.9797958971132713,0.9797958971132713,2.288729494429165,0.6520914804425965,-0.2462404691756941,1.2059068252736522,2.816907609706158,2.3359247585873204,0.8124971818539377,2.2986719155490625,0.642874930749643,0.5024709010515678,0.08918272446520954,2.554550514947943,1.5224265354444706,0.8684938540793609,-1.7763568394002505e-17,0.9797958971132712,0.9797958971132712,2.698841088363112,0.6910969250478908,0.8230667332120647,1.3362441425881637,3.6806753393503535,2.75449315139468,0.7332461680359624,1.8029435826120073,0.5551911144333661,0.4213972258845668,0.11316005233880382,2.434509401096085,1.8588987720656838,0.8407164020232697,-1.2212453270876722e-17,0.9797958971132713,0.9797958971132713,2.2387639851527763,0.7617165750503564,-0.20944697394545253,1.2274351482166712,2.804602072772777,2.284928924226715,0.7982465701237311,2.1643453863722826,0.4283822392220065,0.27258525395332267,0.08907391107246224,2.0568330797582925,1.2992829841302609,0.829427035626467,1.5543122344752193e-17,0.9797958971132714,0.9797958971132714,2.4896170831241724,-1.0378555317740872,0.39181386360771286,1.2905055454195968,3.2791162539147436,2.5409547952376808,0.7592341626046242,3.73225623552597,0.4497535297973597,0.24160793342568093,0.03932969586049633,2.006579343488507,1.2992829841302609,0.6655832937755941,normal
-1.1102230246251565e-16,0.9856107606091623,0.9856107606091623,2.167212991498608,0.6053286402564649,-0.5831484795114021,1.231893725310077,2.708752980727956,2.1988528109810304,0.800077750506503,2.8457763644155443,0.4251254788915879,0.24404333361233532,0.06331166080953332,2.5099365644926364,1.037987666851675,0.7964801794316414,7.375052949295683e-16,0.9856107606091624,0.9856107606091623,1.9405634593693342,0.07484580454074419,-0.657195784835265,1.2228308469954994,2.4076247475245554,1.9688943515287496,0.806007440056662,2.062858964143394,0.20465323256524112,0.05441137023871532,0.012528424639312662,1.4217751665299168,0.27924320380591633,0.5591855970606571,1.490870918782353e-16,0.9856107606091624,0.9856107606091623,2.333587319975764,0.16385215078291787,0.031044161714098184,1.283938722900104,3.039925336786858,2.367656090253598,0.7676462614842773,1.3892067004345625,0.47239970035217455,0.3299042144400473,0.10674273754722297,2.7744000580862087,18.642040173473074,0.8990291419633031,-5.233908544661452e-17,0.9856107606091625,0.9856107606091625,2.9675018395069825,0.862563339363685,0.5297126149703781,1.2082142137117282,3.6377219537376724,3.01082532588514,0.8157582897334815,1.219707955304255,0.41486195889315025,0.2571048615430327,0.08499441660637073,2.7458361470768713,0.9509762898620451,0.8670369311573707,-2.904422734064026e-17,0.9856107606091624,0.9856107606091624,2.7918639891147867,0.535087477591936,1.649145637097421,1.5161247111923597,4.294610157836436,2.8326232836472474,0.6500855459535559,1.39429022046415,0.37315570900392275,0.1980180261420445,0.058772842979824234,2.5541993195683506,1.4057124469769922,0.8251115668235799,1.8239378261699e-17,0.9856107606091622,0.9856107606091622,1.8538377755534778,-0.06901947481375233,-0.6993364042336752,1.3321640651440978,2.505670763651822,1.8809025323624746,0.7398568888003674,3.4385653880944216,0.24857721411043646,0.09433180105097044,0.032541169676064664,2.084921981289531,0.25522832760204234,0.7730345547507601,abnormal
-6.661338147750939e-18,0.979795897113271,0.979795897113271,2.4649564350493485,0.915500713900509,1.1399487662614751,1.4324229485437896,3.603669065290222,2.5157856266919874,0.6840129852075728,1.0105851135557573,0.3331515464602362,0.1531334142875764,0.04214346137872945,1.6412328519825572,0.6061358035703156,0.6622060662350111,4.796163466380677e-16,0.9797958971132711,0.9797958971132711,3.4473170705931078,-1.9700175746095654,4.328603429627987,1.488877159416807,5.238470239358808,3.5184032518913217,0.6580770555289175,0.2201453185830268,0.44981546388460836,0.28977553151239704,0.08744157996267163,2.4105768261849665,0.7239188392266991,0.7744107796781421,5.329070518200751e-17,0.9797958971132712,0.9797958971132712,2.782818518361566,-1.2699162211447337,1.1888127085067337,1.3386638265889195,3.8020760216163016,2.840202256980724,0.7319207986742362,1.9148001878816097,0.2962659815139487,0.149078170820381,0.061304639017957595,1.803746933109033,0.7239188392266991,0.762148286542199,-4.4408920985006264e-17,0.9797958971132712,0.9797958971132712,2.304838154418698,0.483784937608381,-0.5350671452174431,1.198771595733323,2.8199490530833793,2.3523655908432963,0.8173332606482906,1.8169693562293625,0.5726750942854373,0.40565484865535034,0.07769808504051605,2.2406183460098035,1.7047480922384253,0.8167300639152406,-8.881784197001253e-17,0.9797958971132714,0.9797958971132713,2.4943478161701322,-0.5527291588359677,0.4659405697408405,1.3474033859773387,3.430196741193614,2.545783079434316,0.727173396853665,0.7845001988955458,0.6493915973542081,0.5205519938762895,0.09884254716203943,2.2521203300681583,0.8938178760220965,0.8619742815299082,3.1086244689504386e-17,0.9797958971132711,0.9797958971132711,2.514975879434357,0.5746946061730647,1.1999895112182406,1.3896693907081783,3.5670541265955755,2.5668365083423175,0.705056831261114,1.2053676636443322,0.4492945333939755,0.31633535955237924,0.11446978181466905,2.3736128802457164,0.3649737467534274,0.8918197655439065,normal
1.709743457922741e-16,0.9797958971132712,0.9797958971132712,1.9012673268891862,-0.5299034321368574,-0.8450951251646148,1.18134204710874,2.292362156920294,1.9404728397932722,0.8293922149907894,1.9690759158425637,0.4071983821181441,0.23976473450107416,0.07395421210144003,2.2233227677676926,1.5224265354444706,0.6982289494107832,2.993161274389422e-15,0.9797958971132712,0.9797958971132712,1.3955717537526389,-0.19684737949288006,-1.5988869216697805,1.0826774876842153,1.5421110913891534,1.4243494567229251,0.9049748500903978,2.2695467256223685,0.22839932673032712,0.05878971753751886,0.006623465086652158,0.655377506477601,0.39849643879207114,0.6126812223789786,3.9968028886505634e-17,0.9797958971132712,0.9797958971132712,2.1034537940126183,-0.2569142233255461,-0.21072481280256605,1.2862606794511355,2.7613811348384885,2.146828538688445,0.761739756774158,1.3855575721103426,0.39388134198490465,0.22295227801955544,0.06780976645572596,1.810302580402817,1.1657515915057384,0.8619742815299081,3.552713678800501e-17,0.9797958971132714,0.9797958971132714,1.9420217265164303,-0.1752427410466985,-0.5114033127604429,1.24931031363581,2.476217525905106,1.9820676247350306,0.7842694376402103,1.6514534641424932,0.5276849436418969,0.38301438091009815,0.10456298116374646,2.6609211528268664,17.405450064223306,0.7923120238120019,-2.6645352591003756e-17,0.9797958971132712,0.9797958971132712,1.899697393982756,0.07452698938964528,-0.8123038071857729,1.2052731743804705,2.3368686429018632,1.9388705337302894,0.8129243377684082,1.644887013562633,0.4395407441717646,0.28131834820774626,0.08812228242067759,2.078859268768608,17.405450064223306,0.8619742815299082,1.3322676295501878e-17,0.9797958971132712,0.9797958971132712,3.1043277810384167,-2.616142650225766,5.244251919179796,1.6089532158050477,5.097712881764889,3.1683412741210275,0.6089648148178289,0.3619348768085288,0.08849733859861961,0.03038728685174354,0.022555507912704807,1.1122519395906822,0.023530497410194046,0.8557968823681342,normal
-1.3322676295501878e-17,0.9797958971132714,0.9797958971132714,1.7821944974285073,0.3272889962749744,-1.0935949121799775,1.1538536171534224,2.098795854715725,1.8189446421232287,0.8491509516869614,1.2214851553144896,0.5760871510354871,0.3902668254772524,0.05839041988906804,2.230047954874506,1.2992829841302609,0.7470678061973344,-6.519229600598919e-15,0.9797958971132711,0.9797958971132712,2.4786485322727745,-1.6279606074119584,1.088446699957922,1.293717087209148,3.2727938225040862,2.5297600649028085,0.7573494288669569,0.7343565227616167,0.18658281716187053,0.06212944809703249,0.027316300436972474,1.5762176271535133,0.22128998266488686,0.5960655983832382,5.329070518200751e-17,0.9797958971132712,0.9797958971132712,2.3078378765516,-0.3546857844979981,0.5886303187730517,1.366485705519358,3.218657557410989,2.355427169424856,0.7170187680381784,0.7656471201501802,0.4685011347811798,0.26881770721184634,0.049324393920593256,2.011388521587129,1.1657515915057384,0.7354158432726836,1.2045919817182948e-16,0.9797958971132712,0.9797958971132712,2.101119965072404,0.04186901729132956,-0.6088305147713391,1.189946629865209,2.5517769861526274,2.144446584500751,0.8233948250471177,3.5866585167324123,0.6814106160725885,0.501636387387374,0.03731595969094918,1.9062052392370337,1.2992829841302609,0.7528107267838248,-3.1086244689504386e-17,0.9797958971132712,0.9797958971132712,2.333198485900244,0.5594434622804537,0.33780234347235893,1.3451839228924993,3.203300913381237,2.3813107329541205,0.7283731840969763,0.7711306069771515,0.5583018688614487,0.387665378212172,0.07596440143798568,2.449820861987174,19.35136021327862,0.8416895287624101,2.831068712794149e-17,0.9797958971132711,0.9797958971132711,4.6908525538805455,-4.344390766534136,18.05240693779447,2.4195573810571855,11.58382776824438,4.787581339849448,0.40494840287076206,0.09499784380215352,0.07751377006910713,0.035504102441420084,0.029495717891093683,1.0551893815016518,0.036432814101492045,0.8918197655439065,normal
-2.453592884421596e-16,0.9797958971132711,0.9797958971132711,2.233612954577,0.27923115415460736,0.10824044199204108,1.253040291524178,2.856520461048413,2.2796716756599964,0.7819348697251093,1.1157005906027102,0.8172432279466265,0.7418554017102478,0.07396890808562626,2.117330978247999,18.098597244783253,0.8708773627129989,-2.760014439218139e-14,0.9797958971132712,0.9797958971132713,1.744353427957986,0.059452550369604895,-1.210916985181104,1.1321729613255334,2.0156338600193435,1.7803232623215675,0.8654118501170872,1.7174355523083487,0.4943638907065075,0.3222484303274935,0.07785277389301778,2.315863926683704,18.504062352891417,0.7075665091691574,-2.220446049250313e-16,0.9797958971132713,0.9797958971132712,2.574761924622252,1.1616377546174004,0.5400113156991266,1.283684045304215,3.373336031343125,2.6278553851962005,0.7632687347773909,1.3380523229037373,0.3427251201017956,0.23664235840356448,0.11918185045477421,2.0505843962262373,1.8588987720656838,0.8811908257905873,-2.2204460492503132e-17,0.9797958971132714,0.9797958971132714,2.388045992204186,0.6956072706093467,0.10143928931394086,1.3488513646400884,3.2875409102019595,2.4372892346660957,0.7263927833699517,0.7533271272054183,0.6192715017523256,0.49830291290086953,0.11480572001828906,2.6475221002947626,1.1657515915057384,0.8918197655439065,7.105427357601002e-17,0.9797958971132714,0.9797958971132714,1.7886357472887975,0.33107081876979844,-0.9749067395542093,1.1653292815408771,2.1273304128619133,1.825518715233014,0.8407888762717084,1.0314626234043713,0.5439040376047971,0.3603763075967567,0.0645447054739562,1.9447820500433248,18.791744425343197,0.6655832937755941,3.552713678800501e-17,0.9797958971132712,0.9797958971132712,4.156192685359726,-3.4599860656537973,10.943999713856691,1.9335234060649074,8.20180596891167,4.241896396591301,0.5067411617774747,0.1994956709254108,0.13184474786895808,0.07704337069523745,0.05966033315460833,1.4161841993038955,0.019531870917245956,0.8289925570511836,normal
-8.881784197001253e-17,0.9797958971132714,0.9797958971132714,2.2133637273926854,0.2720426619487557,-0.6021418538601555,1.246666202967366,2.8162250545690313,2.2590048947069685,0.7859328301201404,2.302334031329652,0.7032466513209653,0.5586026356552339,0.06404678306108243,2.287353940514389,18.791744425343197,0.9254591400860405,7.083666986318348e-14,0.9797958971132712,0.9797958971132713,2.1171894471958153,-0.04186213097493849,-0.1033559076569146,1.3012841263327017,2.8118764614060408,2.160847431014557,0.7529454000753445,1.849489159494659,0.5988297480879802,0.4277852986763764,0.06918823148126241,1.9510306879543025,0.8292793548845253,0.7528107267838249,5.329070518200751e-17,0.9797958971132712,0.9797958971132712,1.9889200274391174,-0.2566891507518549,-0.9322184115600547,1.1781223027143384,2.3915093434713057,2.029933002678398,0.8316588989580008,0.7927142032043927,0.6976202984370061,0.6178406380082088,0.1311665572168711,2.4352217159539222,0.8292793548845253,0.8939339500956159,8.881784197001253e-17,0.9797958971132713,0.9797958971132712,2.1163264287314916,-0.4210664751809242,-0.3772566622328841,1.2496220448348472,2.699141900064255,2.15996661648281,0.7840737934827031,2.033570340458418,0.569675391929834,0.39938759481616976,0.07485754264575985,2.3838113364878235,18.504062352891417,0.7555825613989441,-8.548717289613706e-17,0.9797958971132712,0.9797958971132712,2.51545825115344,-0.8518082461039201,0.5556206253767413,1.3410718107079511,3.442972318595666,2.567328826916526,0.7306065859337073,3.165111869052746,0.4224521647800778,0.23787334580595365,0.05940751427857968,2.2233074613698767,1.8588987720656838,0.7991470730371854,1.4710455076283325e-17,0.9797958971132712,0.9797958971132712,3.555121927101459,-0.6935417997609459,7.244373116307088,2.6378454345445532,9.571240471901742,3.6284311228244124,0.37143794866905894,0.0037640839994571387,0.6406112694952473,0.6286997684003461,0.21831696979603385,2.9958578532681623,0.023530497410194046,0.8952981793963112,normal
3.015365734881925e-15,0.9797958971132712,0.9797958971132712,1.8819531352797896,-0.2140472683094693,-0.8448517890116345,1.1905690855815265,2.286797923913247,1.9207603755277032,0.8229643361138472,1.4099141235586412,0.4765716887069789,0.3562934860743063,0.12917291159728472,2.506168204217627,18.504062352891417,0.8684938540793606,-6.546985176214549e-14,0.9797958971132712,0.9797958971132712,2.244852186063179,-0.4126292893740101,-0.027379298507585137,1.261134520038269,2.8894391092764047,2.2911426682608966,0.7769162460825665,1.726077709411412,0.6221202459090874,0.48452868786718173,0.09749508749719824,2.336194191763698,18.098597244783253,0.7934041524506948,1.2434497875801754e-16,0.9797958971132712,0.9797958971132712,2.202521017357106,-0.6052712400670194,-0.6148879526237399,1.221254853053842,2.7453059247598453,2.247938600116917,0.8022861851178859,1.305927971992131,0.49681570866373914,0.3162733939282634,0.06944754555320998,2.2946407584908486,1.2992829841302609,0.8684938540793609,-8.881784197001253e-18,0.9797958971132712,0.9797958971132712,2.1121734492418285,-0.43365933880068297,-0.32040638218295525,1.2480118260177184,2.6903740371038674,2.1557279995403436,0.7850854268262044,1.0761936853809684,0.6568182036975241,0.5168122590843114,0.08540210637586913,2.553245832440998,1.5224265354444706,0.9313210625720835,-7.549516567451065e-17,0.979795897113271,0.979795897113271,2.000629371722125,0.3328981664613923,-0.86343444907039,1.1794875964267844,2.408376617972874,2.041883802143375,0.8306962278209009,1.7005916703138615,0.5235933389107196,0.38006608066241415,0.10591609611073868,2.459960824410227,1.0116009116784799,0.7621482865421989,0.0,0.9797958971132712,0.9797958971132712,4.599721179159589,4.153607717553009,16.497221235771566,2.172608723053796,10.199465405908011,4.694570770005816,0.4509766930034601,0.14158905881098732,0.1247073011149109,0.07593835631234609,0.06038644536098103,1.3712385980984876,0.01834913866819643,0.8139120767063192,normal
5.595524044110789e-16,0.9797958971132712,0.9797958971132711,2.760371572660858,1.0897073788643257,1.2745820361727187,1.3719356406323278,3.865143907092653,2.8172924389596012,0.7141704523848373,0.5189753552364312,0.7405528959428521,0.6866809505697047,0.1382623588803601,2.7580249720188226,0.760286483397574,0.8289925570511837,-7.812417379682301e-14,0.9797958971132712,0.9797958971132713,2.1344551857197804,0.5560469424776304,-0.6373951994365963,1.1869525430554964,2.5857395588126195,2.178469201604569,0.825471837813368,0.9218960493928725,0.5158644341031234,0.3730817505027036,0.10696563613016764,2.208511858800413,1.7047480922384253,0.7991470730371854,5.329070518200751e-17,0.9797958971132712,0.9797958971132712,1.8939006175343387,0.16972043194026332,-1.278380488529729,1.1193418072480308,2.1636364739073515,1.9329542235421207,0.8753321735763255,1.4661541017741817,0.5431619554855911,0.505008782521132,0.20998387263420065,2.353470472119773,19.19720953345136,0.8496656358001627,9.769962616701378e-17,0.9797958971132712,0.9797958971132712,1.9831852605404394,0.3776316302258288,-0.8855857655532793,1.1631235651353076,2.354255123296276,2.024079980721913,0.8423833257984851,2.00842882830824,0.7090685704683105,0.5582086499631064,0.05543041233713292,2.1158973335551083,0.6061358035703156,0.7470678061973344,-8.881784197001253e-18,0.9797958971132712,0.9797958971132712,1.9007159211940894,-0.19995826756424026,-1.1262141389997082,1.1537949415095032,2.238258418494669,1.939910063712334,0.8491941348186272,2.130324148682962,0.4265087055197104,0.26515973569065737,0.0832500598065584,2.043555730873862,0.8292793548845253,0.8386483700653624,1.7763568394002505e-17,0.9797958971132712,0.9797958971132712,3.0562226147364444,-2.3380610082593525,4.259540338017544,1.5005041970874111,4.680438930349325,3.1192441443578773,0.6529777784128342,1.3493334484198034,0.5431418037697583,0.37640561352999946,0.08140259452773269,2.4597005820834634,0.2231435513142097,0.8708773627129989,normal
1.0547118733938987e-16,0.8944271909999159,0.8944271909999159,1.42911034085749,0.41345868213759684,-1.1886216772865053,1.1443298183539252,1.8284032431224706,1.5977939347526213,0.7816166079518186,0.4219019885267669,0.7890765788375423,1.0089463359528932,0.3863044886829331,1.3391292263718375,-0.0,0.355245321275764,8.610889778992714e-14,0.8944271909999159,0.8944271909999159,1.3898170772340117,-0.24926261339764064,-1.263915853295149,1.1484331327340727,1.784507443418409,1.5538627304926629,0.7788239171318182,0.5058050400676877,1.0860101480997577,1.3719772026159232,0.19255916084026578,0.8942206196939452,-0.0,0.6131471927654584,2.2204460492503132e-17,0.894427190999916,0.894427190999916,1.4599787401900062,-0.5737181888415239,-1.2245266981578293,1.1012934982856755,1.7976478246474912,1.632305854384679,0.8121606024118211,0.27006469938592204,0.7097061594703574,0.8028315080012406,0.29914867521107613,1.1649706070582901,-0.0,0.355245321275764,-4.4408920985006264e-17,0.8944271909999159,0.8944271909999159,1.1822518981033554,0.20005772936506294,-1.6954402804733766,1.074838306561495,1.4207189147122468,1.3217978053436288,0.8321504597852204,0.38610785355237914,1.0169448930859912,1.274026355745846,0.23984944017216778,1.0345406588910104,-0.0,-0.0,2.2204460492503132e-17,0.894427190999916,0.894427190999916,1.4121644499962402,0.343622039184874,-1.2415442485896628,1.1839888334190538,1.869338227382966,1.5788478528000978,0.7554354954658156,0.5590810721297411,1.1121899209012247,1.6277662806512543,0.390799860496982,1.3534763128722394,-0.0,0.6131471927654584,1.3322676295501878e-16,0.8944271909999157,0.8944271909999157,1.1594480668631826,0.14466212621063984,-1.7054018401447824,1.087762322710447,1.4100688518461553,1.296302346943399,0.822263441494475,0.3839358960883549,0.9789953714190976,1.1876462311050293,0.22921429384501255,1.005678017355076,-0.0,-0.0,abnormal
